0.05	1.33313
0.1	1.33313
0.15	1.33313
0.2	1.33313
0.25	1.33313
0.3	1.33313
0.35	1.33313
0.4	1.33313
0.45	1.33313
0.5	1.3356900169060104
0.55	1.3368573260960415
0.6	1.3380246352860727
0.65	1.3391919444761038
0.7	1.340359253666135
0.75	1.3415265628561661
0.8	1.3426938720461974
0.85	1.3438611812362284
0.9	1.3450284904262597
0.95	1.3461957996162908
1.0	1.3473631088063218
1.05	1.348530417996353
1.1	1.3496977271863841
1.15	1.3508650363764154
1.2	1.3518372521085025
1.25	1.3526712766412128
1.3	1.353505301173923
1.35	1.3543393257066334
1.4	1.3551733502393437
1.45	1.356007374772054
1.5	1.356841399304764
1.55	1.3576754238374744
1.6	1.3596800091178487
1.65	1.362013814608503
1.7	1.364347620099157
1.75	1.3666814255898114
1.8	1.3674935021085026
1.85	1.3680942273810883
1.9	1.368694952653674
1.95	1.3692956779262597
2.0	1.3698964031988454
2.05	1.370497128471431
2.1	1.3710978537440166
2.15	1.3716985790166023
2.2	1.372299304289188
2.25	1.3729000295617737
2.3	1.3735007548343594
2.35	1.374101480106945
2.4	1.3747022053795306
2.45	1.3753029306521163
2.5	1.375903655924702
2.55	1.3765043811972877
2.6	1.3771051064698734
2.65	1.377705831742459
2.7	1.3783065570150446
2.75	1.379114569086696
2.8	1.380281878276727
2.85	1.381449187466758
2.9	1.3826164966567893
2.95	1.3837838058468204
3.0	1.3849511150368514
3.05	1.3861184242268827
3.1	1.3872857334169137
3.15	1.388421881846301
3.2	1.3895336435934453
3.25	1.39064540534059
3.3	1.3917571670877342
3.35	1.3928689288348786
3.4	1.393980690582023
3.45	1.3950924523291672
3.5	1.3962042140763116
3.55	1.397315975823456
3.6	1.3984277375706002
3.65	1.3995394993177446
3.7	1.400651261064889
3.75	1.4016681857144215
3.8	1.4026688525757924
3.85	1.4036695194371631
3.9	1.4046701862985338
3.95	1.4056708531599045
4.0	1.4066715200212752
4.05	1.4076721868826458
4.1	1.408652531508814
4.15	1.4092365925485337
4.2	1.4098206535882534
4.25	1.410404714627973
4.3	1.4109887756676924
4.35	1.411572836707412
4.4	1.4121568977471317
4.45	1.4127409587868514
4.5	1.413325019826571
4.55	1.4139090808662906
4.6	1.4144931419060103
4.65	1.41507720294573
4.7	1.4156612639854496
4.75	1.416245325025169
4.8	1.4168293860648886
4.85	1.4174134471046083
4.9	1.4180828615321786
4.95	1.418861338622002
5.0	1.4196398157118253
5.05	1.4204182928016489
5.1	1.4211967698914723
5.15	1.4219752469812958
5.2	1.4227537240711192
5.25	1.4235322011609428
5.3	1.4243106782507662
5.35	1.4250891553405898
5.4	1.4258676324304131
5.45	1.4266461095202367
5.5	1.4273432976692502
5.55	1.4280106798732999
5.6	1.4286780620773498
5.65	1.4293454442813998
5.7	1.4300128264854495
5.75	1.4306802086894994
5.8	1.4313475908935491
5.85	1.432014973097599
5.9	1.432682355301649
5.95	1.4333497375056987
6.0	1.4340171197097487
6.05	1.4346804374667579
6.1	1.4351811773421472
6.15	1.4356819172175368
6.2	1.4361826570929261
6.25	1.4366833969683155
6.3	1.437184136843705
6.35	1.4376848767190944
6.4	1.4381856165944837
6.45	1.4386863564698733
6.5	1.4391870963452627
6.55	1.439687836220652
6.6	1.4401885760960416
6.65	1.440689315971431
6.7	1.4411900558468203
6.75	1.4416907957222096
6.8	1.4421915355975992
6.85	1.4426462117398628
6.9	1.4430358567294785
6.95	1.4434255017190945
7.0	1.4438151467087101
7.05	1.444204791698326
7.1	1.4445944366879417
7.15	1.4449840816775574
7.2	1.4453737266671733
7.25	1.445763371656789
7.3	1.446153016646405
7.35	1.4465426616360206
7.4	1.4469323066256363
7.45	1.4473219516152522
7.5	1.447711596604868
7.55	1.4481012415944838
7.6	1.4484908865840995
7.65	1.4488805315737154
7.7	1.4492701765633311
7.75	1.4496598215529468
7.8	1.4500494665425627
7.85	1.4504391115321784
7.9	1.4508287565217943
7.95	1.45121840151141
8.0	1.4516080465010257
8.05	1.4518754871162907
8.1	1.4521429277315554
8.15	1.4524103683468201
8.2	1.4526778089620849
8.25	1.4529452495773498
8.3	1.4532126901926146
8.35	1.4534801308078793
8.4	1.4537475714231443
8.45	1.454015012038409
8.5	1.4542824526536737
8.55	1.4545498932689385
8.6	1.4548173338842034
8.65	1.4550847744994682
8.7	1.455352215114733
8.75	1.4556196557299979
8.8	1.4558870963452626
8.85	1.4561545369605273
8.9	1.456421977575792
8.95	1.456689418191057
9.0	1.4571519522642657
9.05	1.4578193344683157
9.1	1.4584867166723656
9.15	1.4591540988764153
9.2	1.4598214810804653
9.25	1.4604888632845152
9.3	1.461156245488565
9.35	1.4618236276926149
9.4	1.462339270540486
9.45	1.4627844629729887
9.5	1.463229655405491
9.55	1.4636748478379937
9.6	1.4641200402704964
9.65	1.464565232702999
9.7	1.4650104251355014
9.75	1.465455617568004
9.8	1.4659008100005066
9.85	1.4663460024330093
9.9	1.4667911948655117
9.95	1.4672363872980143
10.0	1.4674648092216904
10.05	1.4676878118826457
10.1	1.467910814543601
10.15	1.4681338172045564
10.2	1.4683568198655117
10.25	1.468579822526467
10.3	1.4688028251874223
10.35	1.4690258278483779
10.4	1.4692488305093332
10.45	1.4694718331702885
10.5	1.4696948358312438
10.55	1.4699178384921991
10.6	1.4701408411531545
10.65	1.4703638438141098
10.7	1.4705868464750653
10.75	1.4708098491360206
10.8	1.471032851796976
10.85	1.4712558544579313
10.9	1.4714788571188866
10.95	1.471701859779842
11.0	1.4719248624407975
11.05	1.4721478651017528
11.1	1.472370867762708
